proc_text,page,plan,year,doc_id
인공 지능 보안 특정 분야 의학 법률 지식 정보 전문가 조언 대체 검증 정보 신뢰 출처 생성 맥락 고려 검증 깊이 이해 도모 이용자 주의 모델 답변 정확 최신 정보 반영 인터넷 검색 전문가 의견 자문 공식 문서 출처 참조 추가 생성 답변 출처 표시 서비스 생성 정보 정확 이용 주의 허위 정보 입력 악의 의도 스팸 스미싱 금지 악용 범죄 행위 인식 보안 위협 정보 의사 결정 오류 정보 결정 보안 권고 취약 설정 권장 시스템 공격 피싱 사회 공학 공격 악용 생성 메일 링크 메시지 신뢰 피싱 공격 취약 공격자 설득력 가짜 정보 생성 사용자 검증 신뢰 민감 정보 유출 악성 링크 클릭 취약점 악용 코드 설정 네트워크 구성 조언 보안 취약점 취약점 악의 행위자 공격 기회 신뢰 소스 정보 유입 학습 데이터 응답 공개 인터넷 학습 데이터 의존 악의 조작 데이터 영향 신뢰 공격자 시스템 유도 자동 악의 행위 자동 프로세스 검증 실행 악성 행위 촉진 추천 네트워크 설정 즉시 악의 코드 실행 백도어 생성 문제,136,6,2025,484
이용자 보안 수칙 데이터 삭제 입력 생성 정보 삭제 별도 다운로드 저장 데이터 백업 이유 데이터 저장 해커 사이버 공격 중요 정보 비밀 프로젝트 데이터 보안 위협 저장 데이터 오용 사용자 서비스 제공자 모두 부정 영향 생성 콘텐츠 윤리 논란 기록 삭제 오용 방지 필수 데이터 저장 공간 처리 리소스 차지 삭제 서비스 비용 효율 별도 다운로드 랜섬웨어 악성 공격 방어 백업 데이터 안전 보관 공격 손실 최소 별도 다운로드 문제 데이터 복구 이용자 주의 서비스 제공자 개인 정보 처리 방침 데이터 보존 정책 서비스 제공자 삭제 기능 데이터 삭제 요청 옵션 이용 서비스 데이터 자동 저장 클라우드 백업 기능 삭제 절차 작성 도중 민감 데이터 입력 주의 보안 위협 외부 공격 해커 악의 행위자 서버 저장 데이터 접근 사용자 정보 탈취 내부 유출 서비스 제공자 내부 직원 협력 업체 실수 악의 의도 데이터 공격 저장 데이터 공격 보안 취약점 확률 증가,137,6,2025,485
인공 지능 보안 최신 보안 업데이트 서비스 안전 안정 보안 패치 최신 버전 업데이트 필수 보안 업데이트 이유 소프트웨어 시간 보안 취약점 발견 보안 패치 취약 수정 해커 시스템 침투 데이터 악용 방지 보안 업데이트 기능 성능 최신 버전 전체 사용자 경험 향상 정기 보안 패치 서비스 제공자 신뢰 이용자 서비스 안심 환경 서비스 민감 데이터 때문 보안 패치 데이터 유출 손실 방지 중요 이용자 주의 소프트웨어 디바이스 체제 보안 소프트웨어 최신 버전 업데이트 서비스 소프트웨어 자동 업데이트 보안 패치 업데이트 실패 시스템 문제 대비 정기 데이터 백업 복구 확장 프로그램 업데이트 시스템 성능 저하 보안 취약점 초래 주의 보안 위협 취약점 악용 소프트웨어 기존 버전 취약점 최신 업데이트 해커 악용 시스템 침투 데이터 탈취 악성 코드 실행 권한 상승 서비스 거부 공격 데이터 유출 프라이버시 침해 서비스 데이터 처리 보안 업데이트 암호 프로토콜 데이터 보호 메커니즘 취약점 노출 취약점 민감 데이터 무단 접근 외부 유출 이용 악성 코드 감염 업데이트 시스템 최신 위협 탐지 방지 기능,138,6,2025,486
이용자 보안 수칙 공격자 악용 서비스 악성 코드 삽입 배포 악용 피해 예방 의심 정보 허위 조작 의심 생성물 분야 의심 이유 딥페이크 생성형 기술 페이크 영상 음성 합성 텍스트 생성 성형 가짜 이미지 영상 기사 허위 정보 진짜 구별 사회 혼란 초래 가짜 뉴스 영상 유포 특정 정치인 유명인 명예 실추 금융 목소리 합성 페이크 규모 자금 이체 유도 사건 정보 속도 증가 인터넷 결합 정보 순식간 세계 허위 조작 정보 진짜 정보 눈길 정보 개인 기업 국가 피해 건강 정보 사람 위험 치료법 선택 건강 조작 허위 기업 정보 유포 투자자 손해 개인 허위 정보 공격 사용자 행동 패턴 취향 학습 정확 개인 허위 정보 사용자 허위 정보 현혹 비판 사고 방해 소셜 미디어 알고리즘 사용자 정보 허위 극단 정보 사기범 특정 개인 정보 조합 맞춤 피싱 공격 이용자 주의 정보 출처 공식 신뢰 출처 정보 뉴스 연구 자료 기사 출처 신뢰 검증,139,6,2025,487
인공 지능 보안 소셜 미디어 커뮤니티 유포 정보 팩트 체크 교차 검증 정보 의존 출처 비교 진위 팩트 체크 사이트 도구 허위 정보 검증 이용 정보 콘텐츠 출처 표시 검증 정보 이용 생성 정보 콘텐츠 이용 생성 정보 표시 생성 정보 콘텐츠 정보 출처 표시 이용 생성 정보 콘텐츠 개인 용도 상업 이용 금지 중요 정보 개인 정보 민감 정보 생성 정보 중요 정보 보호 조치 개인 정보 보호법 개인 정보 민감 정보 마스킹 삭제 기업 기밀 정보 동일 보안 위협 의사 결정 정보 조작 정확 의사 결정 사회 공학 공격 피싱 스캠 공격자 설득력 허위 정보 사용자 메시지 생성 생성 이메일 메시지 가짜 비밀번호 설정 요청 신뢰 실행 계정 탈취 데이터 유출 악성 코드 스크립트 실행 코드 스크립트 검증 실행 악성 코드 스템 침투 데이터 손상 최적 스크립트 악성 소프트웨어 설치 유도 데이터 손실 무단 접근 권장 설정 변경 데이터 관리 허위 조작 정보 데이터 손실 무단 접근 암호 방식 데이터 백업 지침 신뢰 중요 데이터 복구 상황 모델 중독 악의 사용자 서비스 응답 조작 허위 데이터 사용자 검증 신뢰 모델 의도 편향 데이터 학습 왜곡 중요 결정 오도,140,6,2025,488
이용자 보안 수칙 악용 의심 삭제 악용 제작 콘텐츠 사이트 프로그램 의심 삭제 신고 악용 의심 콘텐츠 프로그램 삭제 이유 악성 코드 보안 위협 방지 악용 콘텐츠 프로그램 악성 코드 웨어 트로이 목마 개인 정보 탈취 시스템 감염 데이터 손상 보안 사고 페이크 영상 생성 콘텐츠 악성 링크 클릭 사용자 컴퓨터 코드 감염 제작 가짜 소프트웨어 그라운드 키로깅 타이핑 기록 감시 민감 정보 탈취 중요 정보 유출 사생활 침해 예방 악용 콘텐츠 사용자 이름 얼굴 목소리 개인 정보 수집 불법 삭제 해커 악용 신원 도용 금융 사기 딥페이크 제작 유출 목소리 영상 사기범 가공 가족 지인 사기 수법 악성 소프트웨어 사용자 정보 그라운드 전송 시스템 리소스 남용 방지 악용 프로그램 콘텐츠 사용자 시스템 리소스 불법 채굴 봇넷 일부 시스템 성능 저하 과도 전력 소모 기기 수명 단축 악성 프로그램 사용자 컴퓨터 이용 암호화폐 불법 채굴 공격 일부 이용자 주의 의심 파일 링크 실행 금지 의심 파일 링크 실행 클릭 실행 순간 악성 코드 설치 시스템 감염 이메일 메신저 전달 출처 불명 파일 링크 위험,141,6,2025,489
인공 지능 보안 신뢰 보안 소프트웨어 검사 악용 의심 콘텐츠 삭제 보안 소프트웨어 시스템 검사 최신 보안 업데이트 백신 프로그램 전체 시스템 점검 보안 위협 악성 코드 감염 악의 설계 콘텐츠 프로그램 악성 코드 바이러스 웨어 트로이 목마 방치 장치 서비스 악성 코드 그라운드 실행 데이터 손상 탈취 시스템 부하 초래 데이터 유출 악용 콘텐츠 사용자 데이터 무단 수집 외부 서버 전송 민감 정보 개인 정보 비밀번호 금융 정보 외부 유출 금전 손실 프라이 버시 침해 모델 중독 오작동 의심 콘텐츠 프로그램 모델 학습 데이터 오염 시스템 의사 결정 조작 모델 편향 정확 유도 개인 판단 오류 초래 악용 결과물 공유 금지 악성 코드 허위 콘텐츠 의심 결과물 소장 사람 공유 금지 악용 결과물 공유 금지 이유 불법 행위 가담 악용 결과물 불법 공유 행위 의도 처벌 페이크 음란물 저작 침해 콘텐츠 가짜 뉴스 공유 유포 책임 페이크 영상 공유 성폭력 처벌법 위반 징역형 벌금형 저작 침해 콘텐츠 공유 저작 위반 과태료 손해 배상 책임 악성 코드 보안 위협 유포 악용 결과물 악성 코드 피싱 링크 사람 공유 타인 기기 시스템 감염 위험,142,6,2025,490
이용자 보안 수칙 악성 생성 파일 사람 전송 해당 파일 순간 바이러스 피싱 링크 결과물 공유 타인 개인 정보 유출 악용 도구 방지 악용 결과물 공유 행위 악용 도구 조장 악의 사람 범죄 생성 악성 코드 해킹 도구 공유 사이버 공격 가짜 리뷰 가짜 광고 공유 기업 개인 경제 피해 이용자 주의 의심 콘텐츠 경각심 악용 생성 페이크 영상 가짜 뉴스 조작 이미지 진짜 의심 과도 자극 감정 반응 유도 콘텐츠 공유 링크 파일 안전 악용 결과물 악성 코드 피싱 링크 출처 불명 파일 링크 사람 공유 주의 콘텐츠 발견 즉시 신고 악용 결과물 발견 해당 플랫폼 기관 즉시 신고 보안 위협 악성 코드 사이버 공격 악용 결과물 코드 파일 링크 공유 악성 코드 웨어 공유 악성 생성 프로그램 사용자 장치 감염 네트워크 광범위 피해 초래 사회 공학 공격 악용 생성 설득력 가짜 메시지 피싱 이메일 사기 메시지 뉴스 사람 신뢰 민감 정보 악성 링크 클릭 생성 피싱 이메일 규모 데이터 유출 허위 정보 조작 콘텐츠 악용 결과물 생성 가짜 뉴스 허위 정보 편집 이미지 영상 딥페이크 공유 공공 혼란 신뢰 상실 정치 사회 불안 야기 특정 인물 페이크 영상 명예 훼손 신뢰 손상 보안 취약점 노출 악용 결과물 보안 취약점 공격 기술 정보 정보 공유 공격자 보안 취약점 악용 학습 기회 공유 결과물 특정 시스템 취약점 악용 스크립트 해당 시스템 규모,143,6,2025,491
인공 지능 보안 공격 위험 증가 범죄 불법 활동 악용 결과물 범죄 행위 사기 해킹 테러 도구 가짜 문서 생성 스팸 메시지 자동 공유 불법 활동 생성 허위 신분증 금융 서류 범죄 조직 악용 신뢰 손상 악용 결과물 공유 사람 조직 기업 일원 해당 조직 신뢰 명성 훼손 조직 직원 악용 결과물 공유 외부 윤리 문제 비난 허위 콘텐츠 매매 금지 악용 생성 허위 콘텐츠 가짜 뉴스 영상 음성 악용 생성 허위 콘텐츠 매매 공유 금지 이유 불법 행위 해당 허위 콘텐츠 생성 공유 매매 의도 불법 행위 간주 악용 생성 콘텐츠 허위 사실 유포 명예 훼손 저작 침해 성범죄 연관 처벌 피해 가해 유발 생성 허위 콘텐츠 페이크 영상 조작 뉴스 합성 이미지 피해자 정신 고통 공유 매매 피해 가해 유발 페이크 음란물 허위 사실 피해자 사회 평판 실추 고통 가중 콘텐츠 온라인 영구 피해자 일상생활 어려움 허위 정보 사회 혼란 초래 악용 허위 콘텐츠 설득력 일반 사용자 진위 구별 콘텐츠 사회 혼란 초래 여론 왜곡 선거 기간 생성 가짜 뉴스 여론 조작 콘텐츠 유포 민주 절차 왜곡 허위 재난 공포 혼란 유발 가짜 정보 방지 윤리 책임 허위 콘텐츠 공유 판매 행위 정보 진실 윤리 책임 시대 이용자 허위 정보 방지 신중 행동 책임,144,6,2025,492
이용자 보안 수칙 이용자 주의 콘텐츠 진위 출처 검증 허위 콘텐츠 진짜 진위 콘텐 출처 신뢰 기관 출처 검증 의심 콘텐츠 저장 공유 금지 악용 콘텐츠 페이크 가짜 뉴스 불법 소장 공유 의심 콘텐츠 즉시 삭제 유포 차단 불법 콘텐츠 유포 책임 허위 콘텐츠 매매 공유 처벌 책임 보안 위협 사이버 범죄 허위 콘텐츠 매매 공유 악의 행위자 범죄 페이크 사기 협박 금전 블랙 메일 사회 혼란 신뢰 붕괴 허위 콘텐츠 정치 사회 경제 이슈 정보 공공 혼란 불신 조장 정치인 허위 발언 페이크 영상 대중 선거 영향 데이터 유출 보안 침해 생성 허위 콘텐츠 악성 코드 피싱 수단 매매 공유 광범위 데이터 유출 보안 침해 악성 파일 생성 이메일 대량 유포 기업 네트워크 침투 개인 정보 침해 명예 훼손 생성 허위 콘텐츠 페이크 가짜 메시지 특정 단체 명예 훼손 사생활 침해 허위 음란물 페이크 제작 유포 피해자 정신 사회 피해 초래 보안 시스템 악용 악용 콘텐츠 보안 시스템 교란 우회 도구 위조 음성 얼굴 데이터 생체 인증 시스템 우회 민감 정보 접근 허위 기술 악성 기술 허위 콘텐츠 제작 매매 공유 공격 보안 위협 증가 딥페이크 제작 소프트웨어 허위 콘텐츠 생성,145,6,2025,493
인공 지능 보안 개인정보보호위원회 시대 안전 개인 정보 정책 발표문 개인정보보호위원회 시대 개인정보 정책 종합 설명회 자료 개인정보보호위원회 안전 인공 지능 데이터 프라이버시 리스크 관리 모델 개인정보보호위원회 인공 지능 시대 안전 개인 정보 정책 개인정보보호위원회 인공 지능 개인 정보 보호 자율 점검 신뢰 인공 지능 개발 광장 국제 통상 글로벌 인공 지능 규제 동향 시사점 미국 영국 국가 정보원 안전 시스템 개발 가이드라인,148,6,2025,494
이용자 보안 수칙 국가 정보원 국가보안기술연구소 생성 보안 가이드라인 국회 입법 조사처 인공 지능 시대 도래 입법 연구 금융 보안 금융 분야 보안 가이드라인 금융 금융 분야 인공 지능 가이드라인 디지털투데이 매일경제 머니투데이 보안 뉴스 서울특별시 서울시 유니버설 디자인 통합 가이드라인 소프트웨어 정책 설명 인공 지능 연구 동향 시사점 식품 의약품 안전처 의료 기기 국제 품질 관리 민원인 식품 의약품 안전처 의료 기기 사이버 보안 허가 심사 가이드라인 식품 의약품 안전처 인공 지능 의료 기기 임상 시험 설계 가이드라인 식품 의약품 안전처 인공 지능 의료 기기 허가 심사 가이드라인 연합뉴스 이코노미스트 정보 통신 산업 진흥원 기업 공개 소프트웨어 거버넌스 가이드 조선일보 한겨레 한국 과학 기술 기획 평가원 규제 시사점 브리프 한국과학기술원 한국 산업 혁명 정책 센터 인공 지능 의료 이슈 한국데이터베이스진흥원 데이터 품질 진단 절차 기법 한국인터넷진흥원 사회 도래 보안 이슈 분석 한국인터넷진흥원 인공 지능 안전 보안 규범 분석 시사점 한국 정보 통신 기술 협회 지도 학습 데이터 품질 관리 한국 지능 정보 사회 진흥원 해외 생성 인공 지능 규제 동향 시사점 디지털 법제 한국지능정보사회진흥원,149,6,2025,495
부록 용어 정의 인공 지능 학습 추론 지각 판단 언어 이해 인간 능력 전자 구현 인공 지능 시스템 자율 적응 실제 가상 환경 영향 예측 추천 결정 결과물 추론 인공 지능 시스템 인공 지능 기술 인공 지능 구현 하드웨어 소프트웨어 기술 기술 고영향 인공 지능 사람 생명 신체 안전 중대 영향 위험 초래 우려 지능 시스템 인공 지능 기본법 정의 생성 인공 지능 입력 데이터 구조 특성 모방 소리 그림 영상 결과물 생성 인공 지능 시스템 인공 지능 산업 인공 지능 인공 지능 기술 제품 인공 지능 제품 개발 제조 생산 유통 서비스 인공 지능 서비스 산업 인공 지능 사업자 인공 지능 산업 인공 지능 개발 사업자 인공 지능 이용 사업자 해당 법인 단체 개인 국가 기관 인공 지능 개발 사업자 인공 지능 개발 인공 지능 이용 사업자 인공 지능 개발 사업자 인공 지능 이용 인공 지능 제품 인공 지능 서비스 인공 지능 이용자 인공 지능 제품 인공 지능 서비스 인공 지능 사회 인공 지능 산업 경제 사회 문화 행정 분야 가치 창출 사회 인공 지능 윤리 인간 존엄 존중 기초 국민 권익 생명 재산 보호 안전 신뢰 인공 지능 사회 구현 인공 지능 개발 이용 사회 구성원 윤리 데이터 공격 인공 지능 서비스 개발 인공 지능 기밀 결성 공격 의도 학습 데이터 변질 입력 데이터 오염 예상 의미 데이터 인공 지능 모델 학습 데이터 중독 회피 영향 의미 데이터 중독 인공 지능 모델 학습 데이터 악의 데이터 주입 행위 공격자 데이터 중독 인공 지능 시스템 학습 학습 출력 기계 학습 데이터베이스 침투 정확 예측,153,6,2025,496
인공 지능 보안 유도 정보 입력 주입 데이터 학습 알고리즘 원래 의도 도출 데이터 편향 가용 데이터 모집단 연구 현상 표현 데이터 특정 요소 과장 축소 표현 오류 편향 데이터 기계 학습 모델 세계 정확 왜곡 정확도 초래 데이터 편향 기술 제약 조건 인간 인지 편향 교육 교육 인프라 차이 인공 지능 모델 인공 지능 시스템 개발 해당 분야 서비스 수집 데이터 모델 학습 학습 알고리즘 이용 특정 패턴 이때 추출 패턴 의미 학습 알고리즘 데이터 패턴 상관관계 분석 최적 의사 결정 예측 설계 알고리즘 모델 학습 인공 지능 모델 개발자 인공 지능 서비스 생명 주기 인공 지능 모델 개발 시스템 구현 모니터링 인공 지능 모델 개발 단계 인공 지능 모델 구현 학습 모델 편향 추론 공격 대응 방안 학습 모델 추론 해석 모델 검증 모델 성능 평가 담당 시스템 구현 단계 기존 레거시 시스템 호환 기능 시험 시스템 검증 배포 버전 승인 역할 모니터링 단계 모델 모니터링 분석 모델 학습 모델 편향 제거 공평 설명 시스템 신뢰 모니터링 치명 문제 시스템 폐기 의사 결정 관여 인공 지능 모델 적대 의도 사용자 학습 데이터 기능 도용 방식 공격 인공지 공격 적대 공격 모델 변형 오용 의미 인공 지능 모델 공격 모델 추출 공격 모델 회피 공격 모델 추출 공격 학습 모델 입력 인지 분석 분류 추출 학습 모델 유사 성능 대체 모델 구성 방식 공격 모델 회피 공격 입력 데이터 최소한 변조 인공 지능 모델 방식 공격 모델 추출 공격 기계 학습 모델 질의 입력 분석 모델 추출 공격 공격 서비스 기계 학습 탈취 공격 회피 공격 공격 모델 추출 공격 방어 기법 인공 지능 모델 추출 공격 대항 방어 의미 모델 추출 공격 기계 학습 모델 질의 입력 분석 방식 공격 의미 모델 회피 공격 공격자 기계 학습 시스템 오류 생성 입력 데이터 조작 공격 데이터 중독 모델 회피 공격 시스템 동작 변경 모델 맹점 약점 악용 공격 오류 생성 모델 회피 기계 학습 모델 일반 공격 모델 편향 인공 지능 모델 개발 모델 종류 시스템 편향 모델 편향 기계 학습 편향 알고리즘 편향 인공 지능 편향 알고리즘 출력 기계 학습 절차 가정 오류 구조 편향 출력 현상 유럽 인공 지능 알고리즘 편향 임의 특정 사용자 그룹 그룹 선호 공평 생성 컴퓨터 시스 체계 반복 오류 정의,154,6,2025,497
부록 편향 학습 데이터 수집 가공 요인 오류 사람 의식 의식 특정 정보 편향 기인 학습 데이터 수집 편향 학습 특성 선택 데이터 라벨 샘플 편향 안전 모드 외부 공격 오류 인공 지능 모델 성능 저하 편향 사회 물의 사고 예상 원인 파악 해결 사용자 정상 기능 복구 사용자 제시 대처 작동 상태 의미 오픈 소스 라이브러리 소프트웨어 개발 프로그래머 파일 파일 함수 스크립트 루틴 자원 의미 오픈 소스 라이브러리 오픈 소스 라이선스 라이브러 의미 기계 학습 기계 인간 지능 행동 모방 능력 정의 기계 학습 인공 분야 명시 프로그래밍 기계 학습 능력 부여 연구 분야 챗봇 채팅 로봇 결합 용어 사람 입력 질문 인식 응답 소프트웨어 음성 명령 텍스트 채팅 사람 언어 대화 시뮬레이션 챗봇 전자 상거래 은행 분야 고객 정보 습득 영역 인공 지능 챗봇 기계 학습 자연어 처리 자동 규칙 빅데이 분석 바탕 사람 소통 방식 대화 합성어 공개 거대 인공 지능 프로토타입 대화 공지능 챗봇 기존 챗봇 사람 대답 생성,155,6,2025,498
인공 지능 보안 자료 요약 개요 기술 애플리케이션 플러그인 설계 업무 개발자 데이터 과학자 보안 전문가 전문가 진화 애플리케이션 보안 영역 탐색 실용 실행 보안 지침 일반 애플리케이션 보안 원칙 제기 특정 보안 취약 간극 기존 취약 위험 초래 방식 악용 개발자 애플리케이션 기존 수정 전략 애플리케이션 데이터 흐름 다이어그램 가상 규모 언어 모델 애플리케이션 아키텍처 다이어그램 중첩 위험 영역 보고서 애플리케이션 흐름 교차 방식,156,6,2025,499
부록 취약점 공격 방어 개념 공격자 입력 조작 공격자 의도 실행 시스템 프롬프트 적대 유도 조작 외부 입력 간접 데이터 유출 소셜 엔지니어링 기타 문제 일명 악의 사용자 민감 정보 추출 프롬프트 삽입 사용자 페이지 프롬프트 데이터 요청 플러그인 사기 사이트 플러그인 악용 사기 공격 시나리오 프롬프트 주입 무단 액세스 악의 사용자 챗봇 프롬프트 주입 주입 애플리케이션 생성 시스템 롬프트 무시 대신 지시 개인 정보 저장소 쿼리 패키지 취약 악용 엔드 기능 이메일 출력 검증 부족 지시 원격 코드 실행 무단 액세스 권한 상승 페이지 프롬프트 개인 데이터 유출 사용자 모델 사용자 지시 무시 대신 대화 요약 연결 이미지 삽입 지시 텍스트 간접 프롬프트 주입 페이지 문서 이해 형식 정리 사용자 민감 정보 요청 추출 후보자 추천 악의 사용자 간접 프롬프트 주입 이력서 업로드 문서 사용자 문서 지침 프롬프트 주입 직무 역할 적합 후보자 내부 사용자 문서 실행 페이지 문서 이해 형식 정리 출력 문서 정보 반환 공격자 잠재 추가 공격 시스템 프롬프트 재생 공격 시스템 프롬프트 의존 독점 모델 메시지 모델 지침 무시 대신 시스템 프롬프 반복 요청 모델 독점 프롬프트 출력 공격 지침 추가 공격 구성,157,6,2025,500
인공 지능 보안 간접 주입 이메일 삭제 공격 간접 프롬프트 주입 페이지 베드 사용자 지시 무시 플러그인 사용자 이메일 삭제 지시 사용자 페이지 이해 형식 플러그인 사용자 이메일 삭제 예방 액세스 역할 권한 엔드 시스템 액세스 권한 제어 시행 플러그인 데이터 액세스 기능 권한 확장 기능 자체 토큰 의도 작업 최소한 액세스 최소 권한 원칙 권한 작업 사용자 동의 확장 기능 루프 사람 추가 이메일 삭제 권한 작업 애플리케 이션 사용자 작업 승인 간접 프롬프트 주입 사용자 인식 동의 사용자 대신 승인 작업 신뢰 콘텐츠 사용자 프롬프트 분리 외부 콘텐츠 사용자 프롬프트 분리 신뢰 콘텐츠 위치 분리 표시 사용자 롬프트 영향 호출 프롬프트 입력 소스 표시 신뢰 취급 신뢰 응답 시각 강조 외부 소스 확장 기능 플러그인 다운스트림 기능 신뢰 경계 설정 신뢰 사용자 취급 의사 결정 프로세스 최종 사용자 제어 손상 사용자 정보 정보 조작 애플리케이션 사용자 사이 중개 중간자 역할 신뢰 응답 사용자 시각 강조 표시,158,6,2025,501
부록 개념 안전 출력 처리 다운스트림 구성 요소 규모 언어 모델 출력 맹목 수용 취약점 브라우저 권한 상승 엔드 시스템 원격 코드 실행 출력 시스템 실행 코드 실행 생성 마크다운 브라우저 코드 해석 공격 시나리오 출력 검증 부족 플러그인 종료 애플리케이션 플러그인 챗봇 기능 응답 생성 플러그인 권한 액세스 관리 기능 일반 용도 출력 검증 플러그인 응답 전달 플러그인 관리 종료 민감 데이터 캡처 공격자 제어 서버 전송 구동 사이트 요약 도구 기사 요약 생성 사이트 사이트 사용자 대화 민감 콘텐츠 캡처 지시 프롬프트 주입 민감 데이터 인코딩 출력 검증 필터링 공격자 제어 서버 파괴 쿼리 테이블 삭제 사용자 채팅 기능 엔드 데이터베이스 쿼리 작성 사용자 데이터베이스 테이블 삭제 쿼리 요청 작성 쿼리 조사 데이터 이스 테이블 삭제 페이로드 반환 피해자 브라우저 사용자 출력 검증 사용자 텍스트 프롬프트 콘텐츠 생성 공격자 프롬프트 제출 페이로드 반환 피해자 브라우저 프롬프트 검증 공격,159,6,2025,502
인공 지능 보안 예방 접근 방식 출력 사용자 입력 취급 검증 모델 사용자 마찬가지 취급 방식 채택 모델 엔드 함수 응답 입력 검증 입력 검증 정제 표준 효과 입력 검증 정제 보장 애플리케이션 보안 검증 표준 가이드라인 코드 실행 방지 출력 인코딩 코드 실행 완화 모델 출력 사용자 인코딩 출력 인코딩 지침 개념 모델 보안 효과 윤리 행동 손상 취약 도어 편향 데이터 조작 미세 조정 프로세스 성능 저하 운스트림 소프트웨어 악용 평판 손상 위험 모델 훈련 위조 데이터 주입 모델 오염 데이터 정확 반영 악의 행위자 편향 콘텐츠 훈련 주입 공격 시나리오 오해 소지 출력 편향 증오 조장 콘텐츠 생성 생성 프롬프트 출력 애플리케이션 사용자 오도 편향 의견 추종자 정상 증오 범죄 유해 데이터 주입 악의 사용자 편향 데이터 모델 조작 학습 데이터 필터링 애플리케이션 악의 사용자 모델 영향 악성 데이터 편향 데이터 적응,160,6,2025,503
부록 악의 문서 주입 경쟁자 모델 학습 거짓 데이터 삽입 악의 행위자 경쟁자 의도 정확 악의 문서 생성 모델 학습 데이터 표적 동시 입력 모델 훈련 희생양 모델 생성 프롬프트 출력 반영 위조 정보 훈련 예방 공급망 검증 외부 데이터 소스 검증 레코드 관리 외부 소싱 학습 데이터 공급망 기계 학습 자재 목록 증명 모델 카드 합법 검증 입력 검증 표준 사전 교육 미세 조정 임베딩 프로세스 모두 데이터 소스 데이터 적법 사례 교육 코드 실행 방지 출력 코딩 통합 애플리케이션 사례 별도 교육 데이터 모델 사례 미세 조정 정의 사례 세부 정확 생성 출력 훈련 기존 모델 큐레이팅 데이터 세트 훈련 주제 집중 조정 데이터 세트 일반 입력 해당 출력 범주 데이터 텍스트 언어 모델 훈련 숫자 표현 변환 프로세스 텍스트 데이터 단어 구문 연속 벡터 공간 벡터 표현 벡터 일반 텍스트 코퍼스 훈련 신경망 텍스 데이터 입력 생성,161,6,2025,504
인공 지능 보안 개념 공격 상호 작용 예외 리소스 소모 공격자 사용자 서비스 품질 저하 잠재 리소스 비용 모델 훈련 위조 데이터 주입 모델 오염 데이터 정확 반영 악의 행위자 편향 콘텐츠 훈련 주입 대량 대기 공격자 리소스 집약 작업 부하 리소스 소모 쿼리 정상 쿼리 시스템 리소스 고갈 입력 오버플 과도 입력 범람 반복 입력 반복 쿼리 리소스 고갈 재귀 컨텍스트 확장 공격 재귀 동작 악용 공격 시나리오 리소스 과다 공격 호스팅 모델 부하 사용자 영향 공격 호스팅 모델 비용 요청 반복 사용자 서비스 호스트 리소스 비용 증가 도구 예상 콘텐츠 과도 리소스 소모 도구 악성 쿼리 응답 정보 수집 페이지 일부 텍스트 발견 과도 입력 압도 속도 저하 공격자 컨텍스트 초과 입력 폭격 공격자 자동 스크립트 도구 대량 입력 처리 기능 압도 과도 리소스 소비 시스템 응답,162,6,2025,505
부록 격자 순차 입력 텍스트 고갈 공격 입력 텍스트 용량 설계 일련 순차 입력 공격자 입력 반복 제출 컨텍스트 용량 소진 컨텍스트 입력 처리 어려움 시스템 리소스 부족 성능 저하 서비스 거부 예방 입력 검증 입력 검증 콘텐츠 필터링 구현 정의 한도 준수 악성 콘텐츠 사용자 입력 입력 검증 구현 리소스 요청 리소스 요청 단계 리소스 사용량 요청 실행 비율 사용자 주소 비율 특정 기간 개별 사용자 주소 요청 속도 관리 대기 작업 전체 작업 제어 응답 반응 시스템 대기 작업 작업 리소스 모니터링 리소스 모니터링 공격 정상 급증 패턴 식별 소스 모니터링,163,6,2025,506
인공 지능 보안 개념 공급망 취약 교육 데이터 모델 배포 플랫폼 손상 편향 보안 침해 전체 시스템 장애 취약 소프트웨어 취약 사전 훈련 모델 오염 교육 데이터 안전 플러그인 디자인 패키지 취약점 구성 요소 모델 미세 조정 위험 사전 학습 모델 오염 크라우드 소싱 데이터 모델 관리 모델 용어 데이터 오용 공격 시나리오 취약 라이브러리 공격자 취약 라이브러리 악용 시스템 손상 데이터 침해 사기 플러그인 배포 공격자 항공편 검색 플러그인 사용자 사기 가짜 링크 생성 패키지 레지스트리 공격 손상 패키지 개발자 공격 패키지 레지스트리 악용 모델 개발자 손상 패키지 다운로드 데이터 개발 환경 권한 실제 공격 정보 도어 가짜 뉴스 모델 공격자 경제 분석 사회 연구 특화 공개 사전 훈련 모델 오염 정보 가짜 뉴스 생성 백도어 피해자 모델 마켓 플레이스 배포 데이터 미세 조정 데이터 세트 공격 공개 데이터 세트 오염 모델 미세 조정 도어 도움 도어 시장 특정 회사 선호,164,6,2025,507
